Order_ID,Product_ID,User_ID,Order_Date,Return_Date,Product_Category,Product_Price,Order_Quantity,Return_Reason,Return_Status,Days_to_Return,User_Age,User_Gender,User_Location,Payment_Method,Shipping_Method,Discount_Applied,is_returned,return_probability,predicted_return
ORD00006306,PROD00006306,USER00006306,2023-11-12,,Toys,307.84,1,,Not Returned,,29,Male,City34,Credit Card,Standard,46.76,0,0.5216349872042474,1
ORD00006308,PROD00006308,USER00006308,2024-08-22,2023-11-26,Books,389.13,2,Wrong item,Returned,-270.0,23,Female,City53,Debit Card,Standard,25.53,1,0.5250181754331052,1
ORD00006313,PROD00006313,USER00006313,2023-12-07,2024-11-04,Books,75.75,1,Wrong item,Returned,333.0,59,Female,City88,Gift Card,Next-Day,19.59,1,0.5097329345451185,1
ORD00006315,PROD00006315,USER00006315,2023-04-26,2024-03-15,Home,103.47,2,Wrong item,Returned,324.0,45,Female,City92,Credit Card,Standard,48.52,1,0.5478296837296821,1
ORD00006316,PROD00006316,USER00006316,2023-04-15,,Books,99.54,5,,Not Returned,,47,Male,City78,Gift Card,Standard,12.46,0,0.5125165672584523,1
ORD00006317,PROD00006317,USER00006317,2023-02-27,2024-09-26,Books,147.58,3,Not as described,Returned,577.0,38,Female,City16,PayPal,Express,19.4,1,0.5078483518907195,1
ORD00006319,PROD00006319,USER00006319,2024-01-30,,Books,209.64,5,,Not Returned,,55,Male,City87,Credit Card,Next-Day,0.63,0,0.5026755205388379,1
ORD00006323,PROD00006323,USER00006323,2023-01-17,2023-12-16,Clothing,425.96,3,Changed mind,Returned,333.0,20,Female,City72,PayPal,Standard,20.6,1,0.5072498947634898,1
ORD00006324,PROD00006324,USER00006324,2023-04-14,,Toys,191.93,4,,Not Returned,,50,Female,City26,PayPal,Next-Day,45.19,0,0.5073695102309321,1
ORD00006325,PROD00006325,USER00006325,2023-08-03,,Books,151.15,4,,Not Returned,,60,Female,City62,Credit Card,Standard,18.19,0,0.5159278557591108,1
ORD00006326,PROD00006326,USER00006326,2024-02-07,,Electronics,379.74,4,,Not Returned,,40,Male,City43,PayPal,Standard,39.03,0,0.5113379944590772,1
ORD00006328,PROD00006328,USER00006328,2024-12-18,,Electronics,67.2,1,,Not Returned,,62,Female,City25,Gift Card,Standard,40.93,0,0.506046176736449,1
ORD00006331,PROD00006331,USER00006331,2023-03-28,2023-02-11,Books,120.06,4,Not as described,Returned,-45.0,37,Female,City41,Gift Card,Standard,19.15,1,0.5169687894148786,1
ORD00006332,PROD00006332,USER00006332,2023-08-12,2024-12-27,Books,300.66,5,Changed mind,Returned,503.0,55,Female,City75,Debit Card,Standard,20.7,1,0.5170207951471945,1
ORD00006333,PROD00006333,USER00006333,2024-11-23,2024-11-18,Books,97.39,2,Changed mind,Returned,-5.0,30,Male,City66,Debit Card,Next-Day,29.03,1,0.5430473738964644,1
ORD00006334,PROD00006334,USER00006334,2024-02-08,,Home,85.39,4,,Not Returned,,18,Male,City89,Debit Card,Express,45.05,0,0.5662029074095287,1
ORD00006335,PROD00006335,USER00006335,2024-02-11,,Books,453.57,5,,Not Returned,,39,Female,City33,Gift Card,Express,24.5,0,0.5179011735110846,1
ORD00006336,PROD00006336,USER00006336,2023-06-20,,Home,420.26,3,,Not Returned,,22,Female,City70,PayPal,Express,42.49,0,0.5289567694553259,1
ORD00006339,PROD00006339,USER00006339,2024-11-17,2023-06-19,Toys,155.23,2,Wrong item,Returned,-517.0,30,Female,City97,Gift Card,Next-Day,41.5,1,0.5307808906714099,1
ORD00006346,PROD00006346,USER00006346,2024-11-19,,Electronics,261.86,4,,Not Returned,,20,Female,City83,Debit Card,Next-Day,23.03,0,0.5303853913968881,1
ORD00006347,PROD00006347,USER00006347,2024-10-13,2024-06-14,Clothing,471.08,3,Not as described,Returned,-121.0,55,Male,City37,Gift Card,Standard,44.88,1,0.5149794931672954,1
ORD00006348,PROD00006348,USER00006348,2023-01-25,,Books,419.21,2,,Not Returned,,31,Female,City88,Debit Card,Next-Day,24.56,0,0.528677359742059,1
ORD00006349,PROD00006349,USER00006349,2024-02-05,,Toys,45.32,4,,Not Returned,,48,Male,City32,Gift Card,Express,38.19,0,0.5140637805799719,1
ORD00006351,PROD00006351,USER00006351,2023-07-04,,Clothing,16.46,4,,Not Returned,,26,Male,City49,Gift Card,Next-Day,48.49,0,0.5661644166295539,1
ORD00006353,PROD00006353,USER00006353,2023-02-27,2024-04-10,Electronics,30.54,3,Defective,Returned,408.0,66,Female,City81,Gift Card,Next-Day,32.92,1,0.5165106632961285,1
ORD00006355,PROD00006355,USER00006355,2024-04-09,,Books,464.03,1,,Not Returned,,50,Female,City94,Credit Card,Standard,35.53,0,0.530948476666186,1
ORD00006357,PROD00006357,USER00006357,2024-06-10,2024-06-19,Books,257.84,5,Defective,Returned,9.0,53,Female,City70,Debit Card,Standard,33.37,1,0.5371066381232678,1
ORD00006361,PROD00006361,USER00006361,2023-08-05,,Electronics,292.11,4,,Not Returned,,36,Female,City63,PayPal,Next-Day,42.6,0,0.5316283601240832,1
ORD00006362,PROD00006362,USER00006362,2023-12-15,,Electronics,144.7,3,,Not Returned,,56,Male,City13,Debit Card,Standard,30.46,0,0.5000138407732547,1
ORD00006363,PROD00006363,USER00006363,2023-12-16,2024-11-10,Electronics,212.23,1,Not as described,Returned,330.0,31,Female,City92,Gift Card,Next-Day,22.47,1,0.5113290690538917,1
ORD00006364,PROD00006364,USER00006364,2023-08-04,2023-06-17,Clothing,41.76,3,Not as described,Returned,-48.0,20,Male,City71,Credit Card,Next-Day,13.56,1,0.5320266779889646,1
ORD00006371,PROD00006371,USER00006371,2024-05-27,2023-12-23,Books,73.09,3,Wrong item,Returned,-156.0,58,Female,City85,PayPal,Next-Day,32.79,1,0.5298606115258333,1
ORD00006373,PROD00006373,USER00006373,2023-12-09,,Toys,181.71,4,,Not Returned,,61,Male,City37,Gift Card,Express,44.92,0,0.5109994100955293,1
ORD00006375,PROD00006375,USER00006375,2024-07-13,2023-06-14,Clothing,273.11,3,Defective,Returned,-395.0,60,Male,City90,Gift Card,Next-Day,31.73,1,0.5168906861705541,1
ORD00006376,PROD00006376,USER00006376,2023-09-16,,Clothing,157.08,3,,Not Returned,,59,Male,City82,Credit Card,Next-Day,25.03,0,0.5220339843578662,1
ORD00006378,PROD00006378,USER00006378,2023-08-11,2023-02-28,Clothing,147.05,1,Defective,Returned,-164.0,67,Male,City92,Gift Card,Standard,47.49,1,0.5306135933291417,1
ORD00006381,PROD00006381,USER00006381,2024-03-29,2023-07-30,Books,97.94,1,Defective,Returned,-243.0,35,Male,City41,Gift Card,Express,33.45,1,0.5353341211077458,1
ORD00006382,PROD00006382,USER00006382,2023-12-10,2024-06-21,Toys,28.09,1,Changed mind,Returned,194.0,41,Female,City27,Credit Card,Standard,40.36,1,0.5162212104303399,1
ORD00006385,PROD00006385,USER00006385,2024-05-12,,Clothing,339.34,2,,Not Returned,,70,Male,City58,Debit Card,Next-Day,42.09,0,0.5176147125072814,1
ORD00006387,PROD00006387,USER00006387,2023-12-17,,Toys,45.38,5,,Not Returned,,28,Male,City70,PayPal,Standard,33.26,0,0.5188099978896001,1
ORD00006388,PROD00006388,USER00006388,2024-05-29,2023-03-19,Electronics,420.45,2,Defective,Returned,-437.0,19,Female,City5,Gift Card,Express,39.01,1,0.5308792182652924,1
ORD00006389,PROD00006389,USER00006389,2024-05-07,,Clothing,313.92,2,,Not Returned,,22,Female,City7,Credit Card,Standard,16.86,0,0.51805389149841,1
ORD00006390,PROD00006390,USER00006390,2023-12-31,2023-10-19,Books,57.59,5,Defective,Returned,-73.0,29,Female,City30,PayPal,Standard,23.43,1,0.5259645569844922,1
ORD00006391,PROD00006391,USER00006391,2023-02-02,,Clothing,58.92,1,,Not Returned,,39,Female,City23,Debit Card,Next-Day,30.49,0,0.5218268766845756,1
ORD00006392,PROD00006392,USER00006392,2024-09-19,2024-02-23,Electronics,463.39,2,Wrong item,Returned,-209.0,19,Female,City46,PayPal,Next-Day,48.05,1,0.5321760866275271,1
ORD00006393,PROD00006393,USER00006393,2024-04-10,2023-06-25,Clothing,188.43,1,Changed mind,Returned,-290.0,42,Female,City64,Gift Card,Next-Day,17.88,1,0.5001746940927145,1
ORD00006395,PROD00006395,USER00006395,2024-08-04,,Books,117.55,4,,Not Returned,,33,Male,City68,Credit Card,Next-Day,22.31,0,0.5434006317938576,1
ORD00006397,PROD00006397,USER00006397,2024-12-20,,Books,277.52,3,,Not Returned,,21,Female,City70,PayPal,Next-Day,45.22,0,0.5584630519893384,1
ORD00006398,PROD00006398,USER00006398,2024-04-25,2023-08-29,Electronics,239.77,1,Changed mind,Returned,-240.0,19,Male,City63,PayPal,Next-Day,35.66,1,0.5232404358373021,1
ORD00006400,PROD00006400,USER00006400,2023-10-01,,Clothing,11.14,1,,Not Returned,,29,Female,City92,Credit Card,Next-Day,46.77,0,0.5739281345778097,1
ORD00006401,PROD00006401,USER00006401,2023-02-24,2023-07-26,Books,21.83,5,Changed mind,Returned,152.0,46,Female,City63,Debit Card,Standard,46.56,1,0.5681878305976473,1
ORD00006402,PROD00006402,USER00006402,2024-02-12,2023-06-29,Clothing,226.83,5,Changed mind,Returned,-228.0,23,Male,City23,Credit Card,Express,43.96,1,0.5649647098175659,1
ORD00006407,PROD00006407,USER00006407,2023-08-26,2024-07-29,Clothing,359.85,3,Changed mind,Returned,338.0,20,Female,City40,PayPal,Express,36.95,1,0.5331465198583074,1
ORD00006408,PROD00006408,USER00006408,2024-08-30,2023-03-09,Books,369.26,4,Not as described,Returned,-540.0,68,Female,City8,Debit Card,Standard,48.33,1,0.5432691136535799,1
ORD00006409,PROD00006409,USER00006409,2023-05-06,2024-03-11,Electronics,117.62,4,Defective,Returned,310.0,47,Male,City61,Debit Card,Express,45.71,1,0.5495385050606297,1
ORD00006411,PROD00006411,USER00006411,2024-12-26,2024-10-12,Electronics,176.83,2,Not as described,Returned,-75.0,50,Female,City4,Gift Card,Standard,37.84,1,0.5110812332013716,1
ORD00006412,PROD00006412,USER00006412,2024-02-12,,Clothing,418.58,4,,Not Returned,,49,Female,City76,Credit Card,Next-Day,19.12,0,0.5118518438606985,1
ORD00006413,PROD00006413,USER00006413,2024-09-19,2023-08-17,Electronics,36.38,3,Wrong item,Returned,-399.0,45,Female,City7,Debit Card,Express,30.4,1,0.5319583739200031,1
ORD00006414,PROD00006414,USER00006414,2023-11-13,2023-08-26,Clothing,379.51,2,Changed mind,Returned,-79.0,29,Male,City16,Gift Card,Express,34.6,1,0.519009464000091,1
ORD00006415,PROD00006415,USER00006415,2023-07-18,,Clothing,184.11,1,,Not Returned,,31,Male,City33,Debit Card,Next-Day,33.44,0,0.526898704553421,1
ORD00006418,PROD00006418,USER00006418,2023-07-09,,Clothing,234.91,3,,Not Returned,,33,Male,City32,Credit Card,Express,37.7,0,0.5450757601107685,1
ORD00006419,PROD00006419,USER00006419,2023-10-30,,Home,46.38,4,,Not Returned,,40,Female,City78,Gift Card,Express,33.77,0,0.5315193826113939,1
ORD00006421,PROD00006421,USER00006421,2024-06-11,2023-07-20,Home,314.69,3,Changed mind,Returned,-327.0,39,Male,City80,Credit Card,Standard,36.16,1,0.5247130013566406,1
ORD00006422,PROD00006422,USER00006422,2024-10-04,2023-12-02,Toys,236.87,5,Wrong item,Returned,-307.0,34,Male,City87,Credit Card,Next-Day,38.5,1,0.5383854590031714,1
ORD00006423,PROD00006423,USER00006423,2023-02-22,2023-10-10,Toys,78.86,5,Not as described,Returned,230.0,33,Male,City34,Debit Card,Next-Day,28.72,1,0.5142194792328902,1
ORD00006424,PROD00006424,USER00006424,2024-08-23,2024-12-02,Clothing,94.11,1,Defective,Returned,101.0,50,Female,City61,Credit Card,Next-Day,49.97,1,0.5554197624266634,1
ORD00006426,PROD00006426,USER00006426,2023-02-18,2024-01-21,Books,194.33,3,Changed mind,Returned,337.0,29,Male,City2,PayPal,Standard,30.63,1,0.5203048778387462,1
ORD00006429,PROD00006429,USER00006429,2024-12-21,2023-11-16,Clothing,410.83,5,Changed mind,Returned,-401.0,28,Male,City37,Gift Card,Express,19.96,1,0.5121266604914044,1
ORD00006432,PROD00006432,USER00006432,2024-09-28,,Clothing,88.36,5,,Not Returned,,58,Male,City70,PayPal,Express,35.64,0,0.531513427103673,1
ORD00006433,PROD00006433,USER00006433,2023-03-27,,Clothing,372.77,5,,Not Returned,,34,Male,City65,Credit Card,Next-Day,8.5,0,0.5076093606057684,1
ORD00006434,PROD00006434,USER00006434,2024-07-10,,Clothing,336.21,5,,Not Returned,,39,Male,City59,PayPal,Standard,37.99,0,0.5266713019682808,1
ORD00006437,PROD00006437,USER00006437,2023-12-06,,Books,154.2,3,,Not Returned,,53,Male,City45,Gift Card,Next-Day,47.41,0,0.5458440977814883,1
ORD00006438,PROD00006438,USER00006438,2023-03-19,,Books,317.76,2,,Not Returned,,22,Female,City7,Debit Card,Standard,4.26,0,0.5018639519849176,1
ORD00006440,PROD00006440,USER00006440,2023-04-27,,Electronics,150.89,3,,Not Returned,,24,Male,City86,PayPal,Next-Day,40.86,0,0.5430531201348439,1
ORD00006442,PROD00006442,USER00006442,2024-07-10,,Clothing,343.39,3,,Not Returned,,24,Male,City38,PayPal,Standard,22.8,0,0.5024867353519885,1
ORD00006451,PROD00006451,USER00006451,2024-03-23,2024-09-18,Clothing,406.08,4,Defective,Returned,179.0,59,Female,City4,Credit Card,Express,37.91,1,0.5283517548844929,1
ORD00006453,PROD00006453,USER00006453,2024-10-21,,Clothing,213.52,5,,Not Returned,,53,Female,City43,Gift Card,Express,41.35,0,0.5380366626803126,1
ORD00006456,PROD00006456,USER00006456,2023-10-08,,Toys,320.7,2,,Not Returned,,53,Female,City35,Credit Card,Next-Day,42.18,0,0.5078567092351463,1
ORD00006458,PROD00006458,USER00006458,2023-01-12,,Clothing,291.79,5,,Not Returned,,27,Male,City63,Credit Card,Express,15.5,0,0.5283730654363286,1
ORD00006459,PROD00006459,USER00006459,2024-09-26,,Toys,52.03,1,,Not Returned,,66,Female,City34,Credit Card,Express,41.88,0,0.5105364826133856,1
ORD00006462,PROD00006462,USER00006462,2024-12-17,,Home,74.11,5,,Not Returned,,57,Male,City79,Gift Card,Next-Day,48.93,0,0.5405085784472282,1
ORD00006463,PROD00006463,USER00006463,2023-06-23,2024-07-06,Toys,14.57,2,Defective,Returned,379.0,32,Male,City55,Debit Card,Express,28.15,1,0.5148343186625405,1
ORD00006466,PROD00006466,USER00006466,2024-10-28,,Books,32.75,3,,Not Returned,,61,Male,City4,Gift Card,Express,19.75,0,0.5087276680169339,1
ORD00006467,PROD00006467,USER00006467,2023-04-17,2024-09-18,Clothing,40.52,2,Changed mind,Returned,520.0,38,Female,City5,Credit Card,Next-Day,31.58,1,0.5395649763662754,1
ORD00006468,PROD00006468,USER00006468,2024-03-04,2024-07-31,Books,153.65,5,Not as described,Returned,149.0,39,Male,City58,Credit Card,Express,14.31,1,0.5313614570010883,1
ORD00006470,PROD00006470,USER00006470,2024-12-29,,Clothing,437.34,5,,Not Returned,,62,Female,City97,Debit Card,Next-Day,30.71,0,0.5221296777006648,1
ORD00006471,PROD00006471,USER00006471,2023-10-04,2023-03-04,Electronics,427.95,2,Wrong item,Returned,-214.0,36,Male,City10,Credit Card,Express,28.29,1,0.5057498573039962,1
ORD00006472,PROD00006472,USER00006472,2023-07-20,,Toys,181.97,5,,Not Returned,,42,Male,City14,Credit Card,Express,45.89,0,0.5334193430243523,1
ORD00006474,PROD00006474,USER00006474,2024-06-27,2024-02-04,Books,484.76,5,Changed mind,Returned,-144.0,54,Male,City53,Credit Card,Next-Day,48.0,1,0.5518719846007348,1
ORD00006476,PROD00006476,USER00006476,2024-06-24,,Books,379.28,1,,Not Returned,,70,Male,City68,Credit Card,Express,47.86,0,0.5396405552316035,1
ORD00006478,PROD00006478,USER00006478,2024-04-06,2024-12-20,Books,266.74,2,Defective,Returned,258.0,25,Female,City98,Gift Card,Next-Day,21.94,1,0.5316845064342464,1
ORD00006480,PROD00006480,USER00006480,2024-09-20,2024-04-30,Books,28.38,5,Defective,Returned,-143.0,18,Female,City52,Credit Card,Standard,27.16,1,0.5606535101983888,1
ORD00006481,PROD00006481,USER00006481,2023-04-12,2024-09-24,Clothing,113.92,4,Changed mind,Returned,531.0,19,Male,City3,Credit Card,Next-Day,33.3,1,0.5516840917161602,1
ORD00006483,PROD00006483,USER00006483,2024-02-22,,Books,486.03,2,,Not Returned,,35,Male,City10,Debit Card,Next-Day,32.85,0,0.5165792593181164,1
ORD00006485,PROD00006485,USER00006485,2024-10-01,2024-06-29,Books,186.22,4,Not as described,Returned,-94.0,64,Male,City75,PayPal,Standard,40.73,1,0.529323400787368,1
ORD00006486,PROD00006486,USER00006486,2024-08-11,,Electronics,496.93,5,,Not Returned,,44,Male,City52,Credit Card,Standard,45.62,0,0.5354404750041986,1
ORD00006493,PROD00006493,USER00006493,2023-12-29,,Toys,35.65,1,,Not Returned,,62,Female,City94,Gift Card,Next-Day,47.07,0,0.5200509052594671,1
ORD00006494,PROD00006494,USER00006494,2024-04-19,2023-10-19,Home,220.38,5,Wrong item,Returned,-183.0,64,Male,City25,Credit Card,Standard,43.7,1,0.5182238963106879,1
ORD00006495,PROD00006495,USER00006495,2023-05-15,,Toys,99.98,2,,Not Returned,,61,Female,City96,Gift Card,Next-Day,36.01,0,0.5059111075959178,1
ORD00006496,PROD00006496,USER00006496,2024-03-28,2024-10-17,Electronics,169.86,5,Changed mind,Returned,203.0,19,Male,City17,Debit Card,Express,44.97,1,0.5568160515582388,1
ORD00006497,PROD00006497,USER00006497,2023-11-25,2024-08-17,Home,383.06,5,Wrong item,Returned,266.0,42,Male,City75,Credit Card,Next-Day,28.51,1,0.5180006642852432,1
ORD00006499,PROD00006499,USER00006499,2023-01-30,,Books,462.75,5,,Not Returned,,55,Male,City96,PayPal,Standard,48.05,0,0.5418123830968293,1
ORD00006500,PROD00006500,USER00006500,2023-05-25,2024-05-03,Clothing,251.13,5,Changed mind,Returned,344.0,20,Male,City15,Credit Card,Next-Day,23.98,1,0.5321956582925684,1
ORD00006502,PROD00006502,USER00006502,2023-12-23,2024-03-29,Clothing,114.38,3,Changed mind,Returned,97.0,37,Female,City62,Credit Card,Next-Day,39.82,1,0.5549795066665569,1
ORD00006503,PROD00006503,USER00006503,2024-03-10,,Clothing,308.69,2,,Not Returned,,36,Male,City65,Credit Card,Next-Day,47.35,0,0.5544253828878659,1
ORD00006505,PROD00006505,USER00006505,2023-07-15,2023-05-24,Clothing,299.9,4,Defective,Returned,-52.0,67,Female,City14,Gift Card,Express,30.55,1,0.5004716157992097,1
ORD00006510,PROD00006510,USER00006510,2023-08-17,,Clothing,147.98,2,,Not Returned,,66,Male,City98,Gift Card,Express,41.51,0,0.5341320185663182,1
ORD00006512,PROD00006512,USER00006512,2024-05-10,,Toys,233.1,1,,Not Returned,,21,Male,City5,Credit Card,Next-Day,30.41,0,0.5132460014618884,1
ORD00006514,PROD00006514,USER00006514,2024-03-04,2023-09-20,Books,101.43,4,Defective,Returned,-166.0,36,Female,City32,PayPal,Standard,22.21,1,0.5151374565907166,1
ORD00006517,PROD00006517,USER00006517,2024-06-01,2024-08-31,Electronics,204.0,1,Defective,Returned,91.0,61,Male,City44,Gift Card,Standard,43.09,1,0.5072389130681834,1
ORD00006518,PROD00006518,USER00006518,2023-02-17,2024-12-15,Books,23.63,3,Changed mind,Returned,667.0,44,Male,City68,Debit Card,Express,15.62,1,0.5255900953657132,1
ORD00006519,PROD00006519,USER00006519,2024-09-06,2023-06-28,Home,168.66,1,Not as described,Returned,-436.0,28,Male,City91,Gift Card,Standard,43.97,1,0.5333981118063182,1
ORD00006522,PROD00006522,USER00006522,2024-07-27,2024-08-27,Home,368.47,3,Wrong item,Returned,31.0,31,Female,City5,Debit Card,Next-Day,31.73,1,0.5131215412930937,1
ORD00006524,PROD00006524,USER00006524,2023-04-30,,Books,142.99,5,,Not Returned,,31,Male,City51,Debit Card,Next-Day,2.3,0,0.5091204727852686,1
ORD00006526,PROD00006526,USER00006526,2024-08-21,,Books,430.89,3,,Not Returned,,28,Female,City34,PayPal,Express,29.45,0,0.5206679279117309,1
ORD00006527,PROD00006527,USER00006527,2024-10-30,,Toys,221.42,2,,Not Returned,,55,Female,City49,Gift Card,Next-Day,49.91,0,0.5137889307931883,1
ORD00006529,PROD00006529,USER00006529,2023-02-03,2024-08-18,Home,116.65,4,Defective,Returned,562.0,30,Male,City81,PayPal,Next-Day,26.04,1,0.5144084889319177,1
ORD00006531,PROD00006531,USER00006531,2023-05-31,,Home,163.48,1,,Not Returned,,66,Female,City46,Credit Card,Next-Day,37.63,0,0.5065607586030149,1
ORD00006533,PROD00006533,USER00006533,2023-10-08,,Home,243.67,4,,Not Returned,,35,Male,City7,Gift Card,Express,39.48,0,0.5315901125174447,1
ORD00006534,PROD00006534,USER00006534,2024-11-11,,Books,351.31,5,,Not Returned,,33,Female,City54,Credit Card,Express,42.57,0,0.5672017329578279,1
ORD00006535,PROD00006535,USER00006535,2024-02-29,,Clothing,383.53,1,,Not Returned,,58,Female,City69,PayPal,Express,33.02,0,0.5027533947098589,1
ORD00006538,PROD00006538,USER00006538,2024-03-25,2023-11-07,Home,99.16,3,Not as described,Returned,-139.0,20,Male,City7,Credit Card,Standard,37.82,1,0.5452713310284466,1
ORD00006539,PROD00006539,USER00006539,2023-12-06,2023-01-28,Electronics,304.65,5,Wrong item,Returned,-312.0,51,Male,City96,PayPal,Next-Day,37.24,1,0.5238112454968734,1
ORD00006542,PROD00006542,USER00006542,2024-03-14,2023-08-16,Clothing,185.08,4,Changed mind,Returned,-211.0,40,Male,City97,Debit Card,Express,33.45,1,0.54905436669535,1
ORD00006543,PROD00006543,USER00006543,2023-03-14,2024-10-13,Books,413.93,1,Changed mind,Returned,579.0,49,Male,City53,Credit Card,Express,48.9,1,0.5492970776243958,1
ORD00006544,PROD00006544,USER00006544,2023-08-24,,Clothing,222.08,1,,Not Returned,,52,Female,City53,Credit Card,Express,29.04,0,0.5206983616091859,1
ORD00006545,PROD00006545,USER00006545,2023-09-08,,Electronics,185.3,4,,Not Returned,,27,Female,City96,Credit Card,Standard,7.92,0,0.512617220145438,1
ORD00006546,PROD00006546,USER00006546,2023-10-13,2023-09-16,Home,284.91,4,Wrong item,Returned,-27.0,65,Female,City70,Credit Card,Next-Day,26.49,1,0.5017384505307495,1
ORD00006548,PROD00006548,USER00006548,2023-07-04,2023-03-05,Clothing,170.12,5,Not as described,Returned,-121.0,19,Male,City21,Gift Card,Standard,40.77,1,0.5469938902513125,1
ORD00006549,PROD00006549,USER00006549,2024-03-02,,Toys,390.0,5,,Not Returned,,21,Male,City3,Gift Card,Standard,31.83,0,0.503030033711943,1
ORD00006552,PROD00006552,USER00006552,2023-01-31,,Books,350.49,5,,Not Returned,,55,Female,City99,Debit Card,Standard,22.35,0,0.5226220737899817,1
ORD00006558,PROD00006558,USER00006558,2023-03-13,,Toys,209.33,3,,Not Returned,,50,Female,City59,Debit Card,Express,35.69,0,0.5116550476169777,1
ORD00006563,PROD00006563,USER00006563,2023-09-16,2024-04-12,Books,331.58,5,Not as described,Returned,209.0,47,Male,City48,Gift Card,Express,31.72,1,0.5305428673407568,1
ORD00006565,PROD00006565,USER00006565,2024-05-25,2024-09-04,Toys,185.94,2,Wrong item,Returned,102.0,22,Female,City70,Debit Card,Express,15.92,1,0.5009265899748416,1
ORD00006567,PROD00006567,USER00006567,2024-03-31,2024-04-19,Books,485.82,3,Not as described,Returned,19.0,28,Female,City51,Debit Card,Next-Day,40.06,1,0.5450097230038485,1
ORD00006569,PROD00006569,USER00006569,2024-03-30,2024-01-21,Clothing,51.32,4,Changed mind,Returned,-69.0,36,Male,City31,Gift Card,Express,28.12,1,0.5292850200132132,1
ORD00006571,PROD00006571,USER00006571,2023-06-03,,Home,269.83,2,,Not Returned,,21,Male,City22,Debit Card,Next-Day,49.6,0,0.5383373148545163,1
ORD00006572,PROD00006572,USER00006572,2023-03-21,,Toys,374.21,2,,Not Returned,,56,Male,City41,Credit Card,Next-Day,45.16,0,0.5083645106700311,1
ORD00006578,PROD00006578,USER00006578,2024-10-27,2024-11-19,Electronics,196.28,1,Changed mind,Returned,23.0,35,Female,City22,Debit Card,Standard,30.93,1,0.5079539134199212,1
ORD00006580,PROD00006580,USER00006580,2023-06-16,,Clothing,357.64,2,,Not Returned,,31,Female,City25,Gift Card,Standard,48.4,0,0.5346254269479027,1
ORD00006581,PROD00006581,USER00006581,2023-08-01,,Books,53.04,4,,Not Returned,,46,Male,City23,Gift Card,Next-Day,27.84,0,0.524906727004513,1
ORD00006582,PROD00006582,USER00006582,2023-03-08,,Books,374.17,2,,Not Returned,,29,Female,City8,PayPal,Express,16.93,0,0.5113948855072834,1
ORD00006583,PROD00006583,USER00006583,2023-02-17,,Home,82.44,3,,Not Returned,,36,Female,City98,PayPal,Standard,30.33,0,0.5162492048007019,1
ORD00006585,PROD00006585,USER00006585,2023-05-16,,Electronics,376.3,3,,Not Returned,,33,Female,City54,Gift Card,Standard,48.47,0,0.535047185925951,1
ORD00006586,PROD00006586,USER00006586,2023-01-28,2023-12-29,Books,28.55,2,Wrong item,Returned,335.0,42,Male,City68,Credit Card,Express,39.82,1,0.5631754353148118,1
ORD00006587,PROD00006587,USER00006587,2024-09-16,2023-04-14,Home,218.28,2,Wrong item,Returned,-521.0,32,Female,City90,PayPal,Next-Day,39.53,1,0.5246825688552715,1
ORD00006588,PROD00006588,USER00006588,2024-01-26,2024-02-22,Books,280.47,2,Changed mind,Returned,27.0,41,Male,City98,PayPal,Next-Day,25.68,1,0.5199476601410843,1
ORD00006589,PROD00006589,USER00006589,2023-04-11,,Clothing,69.72,4,,Not Returned,,40,Female,City61,PayPal,Express,42.09,0,0.5482448438470553,1
ORD00006591,PROD00006591,USER00006591,2024-06-12,2024-03-27,Home,150.76,1,Defective,Returned,-77.0,29,Female,City19,Debit Card,Next-Day,38.52,1,0.5195011300616617,1
ORD00006592,PROD00006592,USER00006592,2023-12-04,,Books,88.85,5,,Not Returned,,62,Female,City55,Credit Card,Next-Day,28.87,0,0.5377080994986516,1
ORD00006593,PROD00006593,USER00006593,2023-11-18,2024-04-05,Books,200.66,5,Defective,Returned,139.0,40,Male,City85,Credit Card,Express,2.2,1,0.5176169447154724,1
ORD00006595,PROD00006595,USER00006595,2024-10-10,2024-08-23,Electronics,315.84,1,Changed mind,Returned,-48.0,59,Female,City93,Debit Card,Next-Day,28.05,1,0.5034644986568296,1
ORD00006596,PROD00006596,USER00006596,2023-10-29,2024-02-26,Books,251.4,4,Defective,Returned,120.0,24,Female,City86,Credit Card,Express,38.42,1,0.5746615807040275,1
ORD00006597,PROD00006597,USER00006597,2023-02-20,,Toys,188.42,4,,Not Returned,,49,Female,City3,Debit Card,Express,38.71,0,0.514263280257563,1
ORD00006598,PROD00006598,USER00006598,2023-11-04,2023-11-19,Books,113.66,1,Defective,Returned,15.0,47,Male,City97,Debit Card,Express,37.48,1,0.5509843031381563,1
ORD00006599,PROD00006599,USER00006599,2023-04-04,2023-08-06,Electronics,39.22,2,Changed mind,Returned,124.0,35,Female,City68,Gift Card,Express,22.56,1,0.5174992638752011,1
ORD00006600,PROD00006600,USER00006600,2024-07-01,,Clothing,57.98,2,,Not Returned,,48,Female,City90,Debit Card,Standard,34.06,0,0.5364210290860546,1
ORD00006601,PROD00006601,USER00006601,2023-05-09,,Clothing,442.99,5,,Not Returned,,68,Female,City51,Credit Card,Express,23.95,0,0.5073012877315811,1
ORD00006602,PROD00006602,USER00006602,2023-10-02,2023-04-15,Toys,182.64,3,Changed mind,Returned,-170.0,36,Male,City84,Credit Card,Express,26.14,1,0.517930839214,1
